id,alpacaId,name,currency,races,xp,earnings,fees,entryFees,withdraws,bets,pnl,createdAt,updatedAt,wallet,normalized_pnl,normalized_xp,xp_rank,pnl_rank,xp_reward
870,a0fac4ee-0ab0-4e7f-83ea-ee1d8d6902dd,Almighty Alpaca #3393,DFL,92,29692,234875000000000,380000000000000,380000000000000,0,0,-145125000000000,{},{},3xCUAK2PWFSUKJELMod5CqqneDJPdxd7bw5omehFQKna,0.2587468557,0.1317943468,95,848,69
1129,7cfe759f-468a-439f-977a-2e8b85e8e864,Almighty Alpaca #2620,DFL,89,29408,305250000000000,360000000000000,360000000000000,0,0,-54750000000000,{},{},CgFS6TLv6dkYmFttkHYDKi2NMqvBaMqe9QREiWixxuRo,0.3414132175,0.1305247723,96,803,69
4651,2b7b4481-235a-4573-9f29-097f59843829,Almighty Alpaca #2593,DFL,101,29040,146175000000000,134000000000000,134000000000000,0,0,12175000000000,{},{},7bWG2TRVuHM8iT7db3xSxhHKgu4sPBKzwzqS7r7mW6n1,0.4026297736,0.1288796899,97,108,69
466,ca7d7a10-eb22-488a-85b1-13bfd786c501,Almighty Alpaca #11,DFL,74,28847,256475000000000,261000000000000,261000000000000,0,0,-4525000000000,{},{},3xCUAK2PWFSUKJELMod5CqqneDJPdxd7bw5omehFQKna,0.3873542191,0.1280169157,98,372,69
6855,11efe3d9-3752-4987-b9b8-2aa61e91af07,Almighty Alpaca #2563,DFL,139,28494,150225000000000,244000000000000,244000000000000,0,0,-93775000000000,{},{},8by2YcreV6F5EamV7U3vFW9pS9p5cH4vZqMiRCY37bAA,0.3057168992,0.1264388883,99,827,69
926,e4f154d7-0007-4db8-a281-b0482eaf6f1f,Almighty Alpaca #2255,DFL,116,28201,78575000000000,163000000000000,163000000000000,0,0,-84425000000000,{},{},4Lvp2fTYa4rZRLvUqMzshbNndN3shBurSziGzLvvK2oc,0.3142693803,0.1251290809,100,819,69
598,3840c2cb-80f6-4a1f-bc82-2046222c4374,Almighty Alpaca #835,DFL,63,28177,234300000000000,153500000000000,153500000000000,0,0,80800000000000,{},{},HLUizohnfnf3Re5pX4UTR8hhkpsf3gkTxGRbkAggQpLD,0.4654013263,0.1250217929,101,30,69
1729,9f765c42-b1d9-40f2-be74-59f2b0c5ff92,Almighty Alpaca #671,DFL,81,28035,165750000000000,140500000000000,140500000000000,0,0,25250000000000,{},{},HLUizohnfnf3Re5pX4UTR8hhkpsf3gkTxGRbkAggQpLD,0.4145895266,0.1243870056,102,64,69
31,ee4cd99c-197b-4334-bdbd-7797a0cc4865,Almighty Alpaca #41,DFL,133,27989,156725000000000,288000000000000,288000000000000,0,0,-131275000000000,{},{},CM8PWG9RsC6DfPauGruCvThss1M5GPRdrsb2HXRnGyYc,0.2714155042,0.1241813703,103,846,69
1081,9b3d52bb-1242-49e1-b61e-5392f052b719,Almighty Alpaca #3027,DFL,97,27829,137850000000000,132000000000000,132000000000000,0,0,5850000000000,{},{},FXiUDdGNMdSDEPcFbjzWUCXUMKT9Ai9hgfuBKeoiQN3g,0.3968442717,0.1234661171,104,139,69
3175,9d469eb2-8909-49ab-bce0-00f2b9cc4a63,Almighty Alpaca #1201,DFL,83,26745,98225000000000,134000000000000,134000000000000,0,0,-35775000000000,{},{},13EX6iEHfyCKFgYacaBkKNs56JJ4dFJXfgyKBv1f1wMk,0.3587697233,0.1186202765,105,767,69
1127,38d742c1-385c-4bfc-9eea-c87d3dba944c,Almighty Alpaca #3648,DFL,53,26193,284925000000000,323500000000000,323500000000000,0,0,-38575000000000,{},{},3xCUAK2PWFSUKJELMod5CqqneDJPdxd7bw5omehFQKna,0.3562085525,0.1161526529,106,776,69
5724,ce07037a-cd4c-437e-85b4-dab6aa5d9b4d,Almighty Alpaca #3619,DFL,61,26098,115125000000000,71500000000000,71500000000000,0,0,43625000000000,{},{},EUaHhHnAu1pJ7wLsyHYBiNKBHHsECmoSzmHh68wTKx1D,0.4313972102,0.1157279713,107,46,69
91,1189887a-5693-4c0e-8f47-b70dec99c76d,Almighty Alpaca #330,DFL,106,26046,86650000000000,129500000000000,129500000000000,0,0,-42850000000000,{},{},2utXo3MXeXT2T2w5xfFjHcj57En5QVp7GPc2xMuStcVu,0.3522981935,0.115495514,108,784,69
5463,fecf34ef-cf9b-49fe-a937-6c748bb27e0c,Almighty Alpaca #1037,DFL,124,25630,141650000000000,234000000000000,234000000000000,0,0,-92350000000000,{},{},8by2YcreV6F5EamV7U3vFW9pS9p5cH4vZqMiRCY37bAA,0.3070203522,0.1136358556,109,826,69
8780,6e30a017-fad7-44ee-a4cd-de30f1670714,Almighty Alpaca #3746,DFL,98,25163,108125000000000,115000000000000,115000000000000,0,0,-6875000000000,{},{},GaHmQvmHyPFey1p4tgiDgaz8fvAkxEQ6b7cRwMn5kbJQ,0.385204665,0.1115482103,110,450,69
18018,59b6039f-ca0e-4fe9-a6e4-a3db47586d2c,Almighty Alpaca #2186,DFL,84,25082,104750000000000,105500000000000,105500000000000,0,0,-750000000000,{},{},2utXo3MXeXT2T2w5xfFjHcj57En5QVp7GPc2xMuStcVu,0.3908072262,0.1111861134,111,206,69
99,29b8f869-b95e-4e83-a1d5-e367d9465b27,Almighty Alpaca #444,DFL,67,25053,200375000000000,224000000000000,224000000000000,0,0,-23625000000000,{},{},8kEh9S8Dn6859asuuMAELShuzG5my7HZbHiEyRFBSQRL,0.3698833753,0.1110564737,112,716,69
2572,951849b6-8350-4913-bdea-99c86551f94b,Almighty Alpaca #2740,DFL,86,25005,95475000000000,93500000000000,93500000000000,0,0,1975000000000,{},{},HzukfVz8CT3NE1APRfMaBs73bqDPz3EPCvRaK6tGhx8Y,0.3932997942,0.1108418977,113,164,69
1141,e99dd3db-b1f0-49c3-9828-6ed7abaa389c,Almighty Alpaca #2405,DFL,44,24985,321475000000000,306500000000000,306500000000000,0,0,14975000000000,{},{},3xCUAK2PWFSUKJELMod5CqqneDJPdxd7bw5omehFQKna,0.4051909444,0.1107524911,114,91,69
1,28528d52-4867-4a78-9ce0-9d01df639532,Almighty Alpaca #428,DFL,130,24846,104475000000000,293500000000000,293500000000000,0,0,-189025000000000,{},{},CM8PWG9RsC6DfPauGruCvThss1M5GPRdrsb2HXRnGyYc,0.218591356,0.1101311149,115,856,69
208,b3142a1a-2d1d-40f3-b992-2d7141b56e19,Almighty Alpaca #1482,DFL,116,24654,76000000000000,177000000000000,177000000000000,0,0,-101000000000000,{},{},8Qf1MFFtQ2esvTSNcD2uM33Dq8WdtGSGxfQH9TQPTcVc,0.2991081637,0.109272811,116,838,69
5481,9185ec42-8b7e-4fcd-b98f-ed42e7308f67,Almighty Alpaca #893,DFL,123,23720,134675000000000,273500000000000,273500000000000,0,0,-138825000000000,{},{},8by2YcreV6F5EamV7U3vFW9pS9p5cH4vZqMiRCY37bAA,0.2645094901,0.1050975203,117,847,69
9632,2139f45a-7021-445a-80de-9bce352f2943,Almighty Alpaca #3456,DFL,87,23708,91900000000000,106000000000000,106000000000000,0,0,-14100000000000,{},{},6YkfVzrzEcJbg6rpHZ8QYvYdM9RSv6iW69GPoHnJxpKv,0.3785959296,0.1050438763,118,627,69
489,adcb4566-a96c-4831-994a-1716b2a56d8a,Almighty Alpaca #3124,DFL,92,23684,187625000000000,344500000000000,344500000000000,0,0,-156875000000000,{},{},3xCUAK2PWFSUKJELMod5CqqneDJPdxd7bw5omehFQKna,0.2479990853,0.1049365883,119,849,69
2529,4e0eaa3c-59e1-4dfc-bb9b-271c2c6a79f1,Almighty Alpaca #137,DFL,51,23548,149825000000000,83500000000000,83500000000000,0,0,66325000000000,{},{},HLUizohnfnf3Re5pX4UTR8hhkpsf3gkTxGRbkAggQpLD,0.4521609879,0.1043286231,120,34,69
1727,cb7a199b-2791-496b-b9da-86139f121aec,Almighty Alpaca #1338,DFL,59,23509,148300000000000,128000000000000,128000000000000,0,0,20300000000000,{},{},9HhXsoEfpZaLLKfMRHFAqJF7LT2ThtjGbGCDLi6GExjj,0.4100617425,0.1041542801,121,74,69
4963,98f7ec0d-b8f8-470b-87f9-c12e1b6ef7c5,Almighty Alpaca #2786,DFL,132,23506,57425000000000,232500000000000,232500000000000,0,0,-175075000000000,{},{},4Lvp2fTYa4rZRLvUqMzshbNndN3shBurSziGzLvvK2oc,0.231351475,0.1041408691,122,851,69
892,4add0ce9-aaac-4feb-b13d-ef82d08b7b08,Almighty Alpaca #488,DFL,47,23490,173275000000000,86500000000000,86500000000000,0,0,86775000000000,{},{},HLUizohnfnf3Re5pX4UTR8hhkpsf3gkTxGRbkAggQpLD,0.4708666819,0.1040693438,123,29,69
1175,90746a70-8b2d-46a7-9309-c651c8afbaa2,Almighty Alpaca #872,DFL,55,23338,163050000000000,106500000000000,106500000000000,0,0,56550000000000,{},{},HLUizohnfnf3Re5pX4UTR8hhkpsf3gkTxGRbkAggQpLD,0.4432197576,0.1033898532,124,41,69
4209,032522a8-4df0-438e-b4e3-40016cd3372e,Almighty Alpaca #2299,DFL,87,23163,88650000000000,94500000000000,94500000000000,0,0,-5850000000000,{},{},HzukfVz8CT3NE1APRfMaBs73bqDPz3EPCvRaK6tGhx8Y,0.3861422365,0.102607545,125,413,69
200,51afe48c-ceea-4c6f-af1d-54f71bea2d35,Almighty Alpaca #2023,DFL,76,23151,102850000000000,91500000000000,91500000000000,0,0,11350000000000,{},{},2HegnJrgwEs5zNCkbZHwGeHMUghLu6Dku2iEM94uMRzZ,0.4018751429,0.102553901,126,113,69
11602,c62ad114-2548-439f-970f-0e380de428c3,Almighty Alpaca #1174,DFL,56,23151,147600000000000,94500000000000,94500000000000,0,0,53100000000000,{},{},HLUizohnfnf3Re5pX4UTR8hhkpsf3gkTxGRbkAggQpLD,0.4400640293,0.102553901,127,42,69
450,4bee379d-87ca-4286-b059-cb3de4af86d8,Almighty Alpaca #2130,DFL,92,23062,192725000000000,414000000000000,414000000000000,0,0,-221275000000000,{},{},3xCUAK2PWFSUKJELMod5CqqneDJPdxd7bw5omehFQKna,0.1890921564,0.1021560414,128,861,69
565,2deb8978-33a7-498b-a1cf-187a3300df29,Almighty Alpaca #36,DFL,78,23060,121275000000000,146000000000000,146000000000000,0,0,-24725000000000,{},{},13EX6iEHfyCKFgYacaBkKNs56JJ4dFJXfgyKBv1f1wMk,0.368877201,0.1021471008,129,720,69
2542,ba3dde6a-1b8d-49fe-9627-9cb282610ce6,Almighty Alpaca #1343,DFL,79,22872,117475000000000,111500000000000,111500000000000,0,0,5975000000000,{},{},HLUizohnfnf3Re5pX4UTR8hhkpsf3gkTxGRbkAggQpLD,0.3969586097,0.1013066782,130,138,69
444,2998868a-4cfc-4ab4-bbf1-ae4887ee5710,Almighty Alpaca #601,DFL,54,22867,168500000000000,205000000000000,205000000000000,0,0,-36500000000000,{},{},F7pwJoH9VGbVTG2SkR1QtbnTwVdLHbHfFTGHLoW62Vp,0.358106563,0.1012843266,131,770,69
85,632035a7-644a-4d8a-a199-ea05c11d2b6a,Almighty Alpaca #1344,DFL,149,22637,66000000000000,317000000000000,317000000000000,0,0,-251000000000000,{},{},CM8PWG9RsC6DfPauGruCvThss1M5GPRdrsb2HXRnGyYc,0.161902584,0.1002561501,132,863,69
485,14d33a77-f3af-4fba-b5bb-9474bd00b5db,Almighty Alpaca #536,DFL,73,22502,98775000000000,107000000000000,107000000000000,0,0,-8225000000000,{},{},2utXo3MXeXT2T2w5xfFjHcj57En5QVp7GPc2xMuStcVu,0.3839698148,0.09965265515,133,501,69
6452,e411e3e1-a8b0-4530-8bf3-5f89bfb3616f,Almighty Alpaca #3651,DFL,58,22419,82775000000000,68500000000000,68500000000000,0,0,14275000000000,{},{},EUaHhHnAu1pJ7wLsyHYBiNKBHHsECmoSzmHh68wTKx1D,0.4045506517,0.09928161755,134,93,69
719,8c23db1f-d59a-44d0-91ce-40f96f1da6b2,Almighty Alpaca #670,DFL,58,22335,113375000000000,95500000000000,95500000000000,0,0,17875000000000,{},{},HLUizohnfnf3Re5pX4UTR8hhkpsf3gkTxGRbkAggQpLD,0.4078435856,0.0989061096,135,82,69
7508,25bf438a-3270-4c63-bb59-dfdf5abc3e14,Almighty Alpaca #271,DFL,105,22155,118650000000000,174000000000000,174000000000000,0,0,-55350000000000,{},{},8by2YcreV6F5EamV7U3vFW9pS9p5cH4vZqMiRCY37bAA,0.3408643952,0.09810144973,136,804,69
5528,84c40d5b-c5fd-438f-86ef-594a8a213262,Almighty Alpaca #134,DFL,100,21743,129600000000000,218000000000000,218000000000000,0,0,-88400000000000,{},{},8by2YcreV6F5EamV7U3vFW9pS9p5cH4vZqMiRCY37bAA,0.3106334324,0.09625967268,137,823,69
690,12bfc8b1-0852-4933-947d-f25f1ad984e6,Almighty Alpaca #3712,DFL,45,21716,146500000000000,84500000000000,84500000000000,0,0,62000000000000,{},{},HLUizohnfnf3Re5pX4UTR8hhkpsf3gkTxGRbkAggQpLD,0.4482048937,0.0961389737,138,37,69
1130,970d7744-bf79-4216-a101-d51397d7d3d8,Almighty Alpaca #3294,DFL,93,21643,153500000000000,361500000000000,361500000000000,0,0,-208000000000000,{},{},CgFS6TLv6dkYmFttkHYDKi2NMqvBaMqe9QREiWixxuRo,0.2012348502,0.09581263942,139,859,69
6581,1584d07f-3bf3-4729-bf30-db0ce5109538,Almighty Alpaca #2481,DFL,56,21424,111225000000000,77000000000000,77000000000000,0,0,34225000000000,{},{},EUaHhHnAu1pJ7wLsyHYBiNKBHHsECmoSzmHh68wTKx1D,0.4227989938,0.09483363657,140,52,69
9418,d94c4ebe-9e12-426b-b1b0-5fc2b92fcf0d,Almighty Alpaca #2662,DFL,99,21202,104500000000000,155000000000000,155000000000000,0,0,-50500000000000,{},{},8by2YcreV6F5EamV7U3vFW9pS9p5cH4vZqMiRCY37bAA,0.3453007089,0.09384122273,141,796,69
25910,7919e54f-4a6b-4760-acd6-831198f1b7a0,Almighty Alpaca #737,DFL,74,20883,148200000000000,134500000000000,134500000000000,0,0,13700000000000,{},{},E7E9WewcokpvBi8unYept7Xi1zHizJXDviPi5vcF5uZP,0.404024697,0.09241518661,142,100,69
2702,71ad349e-a608-45fe-897e-6bdfec69353b,Almighty Alpaca #70,DFL,52,20640,89750000000000,61000000000000,61000000000000,0,0,28750000000000,{},{},AmoztPbiAHnRXWLKNWo2uUcjtxi5yXaALBpwzRDxdv7N,0.4177909902,0.09132889578,143,58,69
1789,19e469e3-bfa0-4247-b9c9-363b6429975d,Almighty Alpaca #3726,DFL,48,20247,153350000000000,101500000000000,101500000000000,0,0,51850000000000,{},{},HLUizohnfnf3Re5pX4UTR8hhkpsf3gkTxGRbkAggQpLD,0.4389206494,0.08957205506,144,43,69
4187,62bf2591-4f2c-4cbf-bae9-069092aebf39,Almighty Alpaca #979,DFL,58,20230,101550000000000,70000000000000,70000000000000,0,0,31550000000000,{},{},HzukfVz8CT3NE1APRfMaBs73bqDPz3EPCvRaK6tGhx8Y,0.420352161,0.0894960594,145,53,69
4790,1caf321c-5bf8-49da-b885-6eb360a744d6,Almighty Alpaca #266,DFL,58,20157,89875000000000,71000000000000,71000000000000,0,0,18875000000000,{},{},13EX6iEHfyCKFgYacaBkKNs56JJ4dFJXfgyKBv1f1wMk,0.4087582895,0.08916972512,146,79,69
5843,e5b1b178-e061-4a9c-89fd-58d03593fee2,Almighty Alpaca #2142,DFL,63,19923,61525000000000,75000000000000,75000000000000,0,0,-13475000000000,{},{},EUaHhHnAu1pJ7wLsyHYBiNKBHHsECmoSzmHh68wTKx1D,0.3791676195,0.08812366728,147,621,69
838,c4a91908-bd5a-438b-8d5a-5a1efd923645,Almighty Alpaca #2574,DFL,40,19206,124025000000000,60000000000000,60000000000000,0,0,64025000000000,{},{},HLUizohnfnf3Re5pX4UTR8hhkpsf3gkTxGRbkAggQpLD,0.450057169,0.08491843878,148,35,69
2945,b0325a51-eb29-4467-8562-f5300ca12ce2,Almighty Alpaca #335,DFL,45,19081,146725000000000,83500000000000,83500000000000,0,0,63225000000000,{},{},HLUizohnfnf3Re5pX4UTR8hhkpsf3gkTxGRbkAggQpLD,0.4493254059,0.0843596472,149,36,69
382,7045666c-71d5-4008-8fcd-b8b6aa5f5f48,Almighty Alpaca #3706,DFL,60,18650,163075000000000,218500000000000,218500000000000,0,0,-55425000000000,{},{},3xCUAK2PWFSUKJELMod5CqqneDJPdxd7bw5omehFQKna,0.3407957924,0.08243293383,150,805,69
